Address Code,Address Title,Address Line 1,Address Line 2,City,Postal Code,Origin Address
30307006,"NYLON HOSIERY MILLS, LUDHIANA","B-32, E14/2004, GURBAX NAGAR, NEAR METRO G.T. ROAD. JALANDHER BYE PASS, LUDHIANA",,LUDHIANA,141008,TRUE
30309438,ALOK INDUSTRIES LTD,"SURVEY NO 148, 149, 150, 143/1, MORAI, VALSAD",,VAPI,396191,TRUE
30312412,KAILASH FAB PRINT,"PLOT NO.-2, SERVE NO. 112PA, YAS WAY BRDG., STREET, DHORAJI ROAD, JETPUR",,JETPUR,360370,TRUE
30402832,DAZZLE FOOTWEAR,"SELAQUI, DEHRADUN, SELAQUI",,DEHRADUN,248197,TRUE
30403131,BAHADURGARH,"SUPER KICKS, PLOT NO. 168, SECTOR 16, HSIIDC, BAHADURGARH, JAHAJJR, HARYANA",,BAHADURGARH,124507,TRUE
30403412,KALZADO INITIATIVES LLP,"CENTRAL, HOPE TOWN KHASRA NO 323 MI TEHSIL, VIKAS NAGAR, SELAQUI SARA INDUSTRIAL ESTATE, DEHARADUN",,DEHRADUN,248197,TRUE
30850026,"SURVEY NO 216 , SHREE NATH ESTET,MAHADEV COMPLEX","SHAHVADI GAM, NAROL, AHMEDABAD",,AHMEDABAD,382405,TRUE
30850086,ALSTEN ENTERPRISES,PLOT NO. 848 & 849 MIE PART - A BAHADURGARH HARYANA,,BAHADURGARH,124507,TRUE
30850092,OM POLYMERS,1404 &1417 MIE PART-B BAHADURGARH ( H.R,,BAHADURGARH,124507,TRUE
30850635,SKG PLASTICS PVT LTD,"PLOT NO 267, SECTOR-17, FOOTWEAR PARK, BAHADURGARH, HARYANA",,BAHADURGARH,124507,TRUE
30852011,RASHI NX,"413, SAI DARSHAN MARKET, RING ROAD",,SURAT,395002,TRUE
32000107,PRAGATI HANDICRAFTS,"PRAGATI HANDICRAFTS 7/3216, DHOBISHERI SAIYEDPURA, NR. RAMPURA PETROL PUMP SURAT SURAT, GUJARAT",,SURAT,395003,TRUE
32000371,RRL TRENDS JAIPUR,"180 GANGA VIHAR COLONY, MANGYAWAS. NEAR BHARAT MATA CIRCLE, MANSAROVER, JAIPUR, RAJASTHAN",,JAIPUR,302020,TRUE
32000768,JIYA WOODS FURNITURE,"OM SHANTI COMPLEX, NEAR LLDC BHUJ-BACHAU HIGHWAY, OPP. ANCHOR CO VILL. AJRAKHPUR, BHUJ, KUTCH GUJARAT",,BHUJ,370105,TRUE
32000828,"F 199, EPIP, SITAPURA, JAIPUR","F 199, EPIP, SITAPURA, JAIPUR (RAJ) INDIA",,JAIPUR,302022,TRUE
32000829,SAMARTH ENTERPRISES,"F-92, PRAHLADPURA INDUSTRIAL AREA, SITAPURA, JAIPUR, RAJASTHAN",,JAIPUR,302022,TRUE
32000830,LILADHAR CRAFTS,"PLOT NO.8-9, RAM RATAN COLONY B MUKUNDPURA ROAD, BHANKROTA JAIPUR RAJASTHAN",,JAIPUR,302026,TRUE
32000837,JAIN SHWETAMBER,"MOORTI KALA KENDRA, 1975, 4TH CROSSING KHANJANE WALON KA RASTA, CHANDPOL JAIPUR RAJASTHAN",,JAIPUR,302001,TRUE
32001092,RAM GOPAL BLUE POTTERY,"81, VISHNU GARDEN OPP. SANGANER AIRPORT TONK ROAD JAIPUR, RAJASTHAN",,JAIPUR,302029,TRUE
32001135,LIVING COCOON RETAIL LTD,F-191 SITAPURA INDUSTRIES AREA JAIPUR RAJASTHAN,,JAIPUR,302022,TRUE
32001152,RAMESH HANDICRAFTS,"70, OLD AMER ROAD, JDA MARKET, KANWAR NAGAR, OPP. VIJAY SENIOR SCHOOL, JAIPUR, RAJASTHAN",,JAIPUR,302002,TRUE
32001157,ABHINAV CRAFT,"F-2150/2151, RIICO INDUSTRIAL AREA RAMCHANDRAPURA, SITAPURA",,SITAPURA,302022,TRUE
32001159,RK DESIGN,"56, BUS STAND, VILL KHORA SHYAMDAS, TEHSIL AMER JAIPUR RAJASTHAN",,JAIPUR,303704,TRUE
32001249,SANTOSH MARBLE HANDICRAFT,"176, LAXMI VATIKA, HATHOJ VILLAGE, KALWAD ROAD, JAIPUR, RAJASTHAN",,JAIPUR,302012,TRUE
32001293,SALAWAS ART & CRAFTS,"NEAR KABIR ASHRAM, SALAWAS, JODHPUR, RAJASTHAN - PIN CODE : 342001",,JODHPUR,342001,TRUE
32001302,TRENDS HOSHIARPUR,"RAKESH OHRI, B 4/501, CHHATTA BAZAR, NAIABADI HOSHIARPUR, PUNJAB",,HOSHIARPUR,146001,TRUE
32001424,R K STUDIO POTTERIES,"PLOT NO. 8 OPP. S S GLOBAL SCHOOL, GURUKUL INDUSTRIAL AREA SEC - 38, FARIDABAD HARYANA",,NOIDA,121003,TRUE
32001489,U AND M DESIGNS,"KHASRA NO. 17/6, TANAWARA, LUNI TEHSIL JODHPUR, RAJASTHAN, INDIA",,JODHPUR,342013,TRUE
32001545,SUMATI POLYFIBERS,"F-2171, RIICO INDUSTRIAL AREA RAMCHANDRAPURA",,JAIPUR,302022,TRUE
32001565,OCHRE CERAMIC & POTTERY,"SR NO 107, LAXMI NAGAR HADGUD, ANAND, GUJARAT",,ANAND,388110,TRUE
32002472,PATOLA OF PATAN PVT LTD,"PATOLAWALA FARM HOUSE, OUT SIDE PHATIPAL, GATE PATAN, GUJARAT",,PATAN,384265,TRUE
32021104,PARASRAM APPARELS,"PARASRAM APPARELS, 449/6/7, STREE NO 0, JANAKPURI., NEW KIDWAI NAGAR, LUDHIANA, 141008",,LUDHIANA,141008,TRUE
32180022,SANSKRITI BASTAR,"PLOT NO 5-6, GANDI WARD, INDUSTRIAL STATE KONDAGAON CHHATTISGARH",,RAIPUR,494226,TRUE
32180539,KANSAWALA,"VANA GIGA NO KHANCHO, SURVEY NO.465, KANSARA BAZAR, BHUTA VADI, SIHOR BHAVNAGAR GUJARAT",,BHAVNAGAR,364240,TRUE
32180600,PRACHI EXPORTS,"SF AND BASEMENT, B-104, OKHLA INDUS, AREA, PHASE-1, NEW DELHI, SOUTH DELHI, DELHI",,DELHI,110020,TRUE
32180697,CMT ARTS,"PLOT NO. 39, SAI VILLA, MISSION COMPOUND, NEAR AJMER PULIA, JAIPUR, RAJASTHAN",,JAIPUR,302001,TRUE
32180897,MEHAR TRADINGS,"B240, PAL SHILP GRAM, PAL VILLAGE, RIICO INDUSTRIAL AREA, JODHPUR",,JODHPUR,342014,TRUE
32181081,DESIGN DESTINATION,"J-125, PARSHWANATH CITY, PAL SANAGRIYA BYE PASS, SANGARIYA, JODHPUR, RAJASTHAN",,JODHPUR,342013,TRUE
32181089,NEW VISHWAKARMA HANDICRAFTS,"PLOT NO. 7, KHASRA NO. 1102 740, NEW VISHVAKARMA HANDICRAFTS, BEHIND BASNI POLICE, STATION, BASNI 2ND PHASE, JODHPUR, RAJASTHAN",,JODHPUR,342005,TRUE
32181188,TAJ HANDICRAFTS,"108, TAJ NAGARI, PHASE-1 TAJ EAST GATE ROAD, BEHIND TDI MALL, NEAR INDIA LEATHER HOUSE AGRA (UP)",,AGRA,282001,TRUE
32605049,JAYESH FURNITURE MART SANKHEDA,"162, BAZAR ROAD SANKHEDA, DISTT VADODARA GUJARAT",,VADODARA,391145,TRUE
33000001,ANMOL KNITTERS PVT LTD,"BAHADUR KE ROAD NEAR DANA MANDI, LUDHIANA",,LUDHIANA,141007,TRUE
33000073,YOUNGMAN WOOLLEN MILLS PVT LTD,VILLAGE SEERA RAHON ROAD LUDHIANA PUNJAB INDIA,,LUDHIANA,141007,TRUE
50015987,MIRC ELECTRONICS LTD,"VILLAGE KUDUS BHIWANDI WADA, DIST. PALGHAR, MAHARASHTRA",,PALGHAR,421312,TRUE
60010261,MEGASTAR FOODS LTD,"MEGASTAR FOODS LIMITED VILLAGE SOLKHIAN KURALI-ROPAR ROAD, RUPNAGAR, PUNJAB",,RUPNAGAR,140108,TRUE
60014972,RRL AHMEDABAD PROCESSING CENTR,AHMEDABAD,,AHMEDABAD,,TRUE
60100444,KHS MACHINERY PVT. LTD,"NEAR HIRAPUR CHOWKADI, VATVA Â€“ AHMEDABAD HIGHWAY, AHMEDABAD, GUJARAT",,AHMEDABAD,382435,TRUE
60110803,AMITOJE INDIA PVT LTD,NOIDA,,NOIDA,,TRUE
60115296,PGP GLASS PVT LTD,"OFF-MASAR CHOWKADI, MASAR GAJERA ROAD, UCCHAD VILLAGE, JAMBUSAR TALUKA BHARUCH",,JAMBUSAR,392150,TRUE
60115828,RISIVEDA HERBAL PRODUCTS PVT LTD,"PLOT 30D, SECTOR 11 SIDCUL, HARIDWAR, HARIDWAR, UTTARAKHAND, 249403 HARIDWAR, UTTARAKHAND",,HARIDWAR,249403,TRUE
60116585,MUTUAL INDUSTRIES LTD,"SURVEY NO. 166/2 PART 1, VILLAGE TUMB, TALUKA UMARGAON, DIST. VALSAD, GUJARAT -",,VALSAD,396150,TRUE
60250145,MANJUSHREE TECHNOPACK LTD,"PLOT NO 22B, 23, 23A, SECTOR 2, INTEGRATED INDL ESTATE PANTNAGAR UDHAM SINGH NAGAR, UDHAM SINGH NAGAR, UTTARAKHAND INDIA",,UDHAM SINGH NAGAR,263153,TRUE
60400079,FICUS FOOD LAB PVT LTD,"PLOT NO. 228 BARODA JAMBUSAR HIGHWAY NEAR PADRA, DABHASA, VADODARA VADODARA, GUJARAT",,VADODARA,391440,TRUE
60400173,SRESTH PRODUCTS PVT LTD,SINGUR,,SINGUR,,TRUE
60400209,AAKASH FOOD PRODUCTS PVT LTD,"DEWANMARO AYMA, AAKASH FOO",,KHARAGPUR,721304,TRUE
60400218,RAVI INDUSTRIES,"BAREILLY, UTTAR PRADESH",,BAREILY,,TRUE
60400232,PUSHPAM FOODS & BEVERAGES PVT. LTD,"GAT NO 104/2A, VILLAGE BORATE VASTI, NANDUR, PUNE, MAHARASHTRA",,PUNE,412202,TRUE
60400242,HERSHEY INDIA PVT LTD,BHOPAL,,BHOPAL,,TRUE
60400262,J R FOODS & BEVERAGES,NAVSARI,,NAVSARI,,TRUE
60400325,ALPHA MILKFOODS PVT LTD,HATHRAS,,HATHRAS,,TRUE
60400379,DEVARPAN FOODS PVT LTD,KASHIPUR,,KASHIPUR,244713,TRUE
60400396,KANCHRATAN PACKAGING PVT LTD,INDORE,,INDORE,452010,TRUE
60400485,"B.B. INTERNATIONAL, KUTAIL",112 MILESTONE N.H. 1 G.T. ROAD VILL. KUTALI KARNAL HARYANA,,KARNAL,,TRUE
60400495,MUKESH OIL MILLS PVT LTD,E - 59 RIICO INDUSTRIAL AREA KHAIRTHA KISHANGARHBAS ALWAR RAJASTHAN - 301,,KHAIRTHAL,301404,TRUE
60400628,SAGAR RATNA PRODUCTS PVT. LTD,JUPITER INDUSTRIAL & LOGISTICS UNIT VADALA ROAD KHEDA,,KHEDA,387411,TRUE
60400749,RAVI OIL REFINERIES,RAJKOT,,RAJKOT,,TRUE
60402120,PATAN / GAGLASAN,GAGLASAN,,PATAN,384151,TRUE
60402277,VIDHYASAGAR PROTIENS PVT LTD,"SARNA DUNAGR INDUSTRIAL AREA, BENAR ROAD JHOTWARA JAIPUR",,JAIPUR,302012,TRUE
80014506,KKG INDUSTRIES,"KKG INDUSTRIES, PLOT NO.31, SECTOR-3A, IIE, SIIDCUL, HARIDWAR, UTTARAKHAND, INDIA",,ROORKEE,247664,TRUE
80016312,VEELINE INDUSTRIES LTD,"PLOT NO : A-32, A-33 & A-34 INDUSTRIAL AREA BULANDSHAHR, SIKANDRABAD - 203206- UTTAR PRADESH",,BULANDSHAHR,203206,TRUE
80018344,ROYAL PLASTOCRAFT PVT LTD,"ROYAL PLASTOCRAFT PVT LTD SP 5 -1, RIICO INDUSTRIAL AREA, GHILOTH TEHSIL Â€“ NEEMRANA",,NEEMRANA,301706,TRUE
214886512,THE NIZAM COLLECTION,"627, KIDWAI NAGAR, HAPUR ROAD",,MEERUT,250002,TRUE
216951356,BELLA CASA FASHION & RETAIL LTD,E102-103 EPIP SITAPURA INDUSTRIAL AREA,,JAIPUR,302022,TRUE
217233490,CHARAN PAADUKA,"KHASRA. NO. 86/25/1, G/F, VILLAGE GHEVRA, MUNDKA",,DELHI,110041,TRUE
217639348,SHRUTI ENTERPRISES,"E-736, DSIIDC NARELA",,DELHI,110040,TRUE
217723652,"SS ENTERPRISES, FARIDABAD","S.S ENTERPRISES, PLOT NO.61/1, SIKAND COMPLEX; INDUSTRIAL AREA, N.I.T FARIDABAD",,FARIDABAD,121001,TRUE
218137432,KHUSHAL CLOTHING,"428 3, BHAVNA ESTATE, NR GAUTAM FURNITURE, ISHANPURA NAROL HIGHWAY",,AHMEDABAD,382443,TRUE
218249648,CHETAK PLASTICS,"1501, GOKUL BALA GATE, MAGARWARA",,UNNAO,209862,TRUE
219768432,ELAHI FOOTWEAR CONCEPTS,"78/A, 125 FEET ROAD, TORAH, OPP NALANDA ESTATE, FATEHABAD ROAD",,AGRA,282003,TRUE
219772218,"SHOE ART INDIA, DELHI","SHOE ART INDIA, A-61, DSIIDC NARELA INDUSTRIAL AREA, DELHI",,DELHI,110040,TRUE
220025831,NEXGEN FOOTWEARS PVT LTD,"H-42, UDYOG NAGAR, PEERAGARHI, WEST DELHI, DELHI-110041",,DELHI,110043,TRUE
220810938,GANGA SALES CORPORATION,"PLOT NO 107, KH NO 111/17, NEAR RAJENDRA LAKRA SCHOOL, PHIRNI ROAD, INDUSTRIAL AREA, MUNDKA, NEW DELHI, INDIA",,DELHI,110041,TRUE
220835314,ACTION INTERNATIONAL PVT LTD,"D-5, UDYOG NAGAR, MAIN ROHTAK ROAD, NEW DELHI",,DELHI,110041,TRUE
221076934,AVANA OVERSEAS,"19/177, PEER KALYANI, MOTI LAL NEHRU ROAD, AGRA",,AGRA,282003,TRUE
221348336,J N SODAGAR HOSIERY,"B-5 583, 575 AND 577, WAIT GANJ, LUDHIANA PUNJAB, 141008",,LUDHIANA,141008,TRUE
221471205,ASHISH JAIN HOSIERY,"ASHISH JAIN HOSIERY B-24-3112, STREET NO 6-1/2, NEAR SIDHARTH PUBLIC SCHOOL, KULDEEP NAGAR, BASTI JODHEWAL, LUDHIANA, PUNJAB, LUDHIANA",,LUDHIANA,141007,TRUE
221519214,S.D POLYMER,"F-1488, DSIIDC INDL. AREA., NARELA, WEST DELHI, DELHI",,DELHI,110040,TRUE
221781495,AMBER HOME,"E92/3, RAJHANS INDUSTRIES COMPOUND NEAR NILAM NAGAR BUS STOP, AKKALKOAT ROA SOLAPUR, MAHARASHTRA",,SOLAPUR,413006,TRUE
221871829,KESHVI FASHION LLP-ASN,THIRD FLOOR SHOP NO 3043 NEW SARDAR TRADERS MARKET BARDOLI MAIN ROAD SURAT,,SURAT,395010,TRUE
221964446,AB POLYMER,"A B POLYMERS, KHASRA NO. 76/14/1, MIE-B, BAHADURGARH, HARYANA",,BAHADURGARH,124507,TRUE
222084005,CAPITAL FOOTWEAR INDUSTRIES,"CAPITAL FOOTWEAR INDUSTRIES, GANGA VIHAR COLONY, TAJGANJ AGRA UP",,AGRA,282001,TRUE
222103664,KURBAAN COLLECTION,"INDIVIDUAL OR PROPRIETOR KURBAAN COLLECTION 1385, VARDHMAN NAGAR ST.NO.6, RAHON ROAD. LUDHIANA, PUNJAB",,LUDHIANA,141004,TRUE
222275006,MB RUBBER,"M B RUBBER PVT LTD. D-13, 14, 15, SITE IV INDUSTRIAL AREA, SAHIBABAD, DISTT GHAZIABAD (U.P.)",,GHAZIABAD,201010,TRUE
222349572,G.M HOSIERY,"G.M HOSIERY, TIRUPATI ESTATE, 292/1 PAIKI, USHA 5727/4, OPP. SWASTIC- BANSIDHAR, NAROL, AHMEDABAD, GUJARAT, INDIA",,AHMEDABAD,382405,TRUE
222498730,RAVI POLYESTER PVT LTD,"PLOT NO:-2302, G.I.D.C., SACHIN, ROAD NO:-2 SURAT",,SURAT,394230,TRUE
222589677,VITRAG FABRICS PVT. LTD,HUF VITRAG FABRICS PVT. LTD. F 198 MANDIA ROAD PALI PALI,,PALI,306401,TRUE
223163935,PUSHTI PRINT,"PUSHTI PRINT TARAPRA UDHYOG NAGAR, BHADAR SAMA KANTHE, JETPUR",,JETPUR,360370,TRUE
223652937,RAJYAREKHA TRADE PVT. LTD,"PLOT NO. 1021 MIE PART A, BAHDURGARH, HARYANA",,BAHADURGARH,124507,TRUE
225540787,ITALICA INTERNATIONAL,"PLOT NO.28, SECTOR-17, HSIIDC, BAHADURGARH, HARYANA",,BAHADURGARH,124507,TRUE
225696551,SHAMSONS POLYMER PVT. LTD,C-1 SITE IV INDUSTRIAL AREA SAHIBABAD GHAZIABAD U.P.-,,GHAZIABAD,201010,TRUE
2000179706,PRAGATI GENERAL STORES,DAHANU ROAD PALGHAR THANE,,THANE,401802,TRUE
2015004655,HOSHIARPUR TRENDS,"M.B. TOWERS, COURT RD, KRISHNA NAGAR, HOSHIARPUR, PUNJAB",,HOSHIARPUR,146001,TRUE
3100008170,RAMESH KESHAVDAS MANVANI,AKOLA,,AKOLA,,TRUE
3101000550,"NH - 77, BAZAAR, NEAR R D HIGH","NH - 77, BAZAAR, NEAR R D HIGH SCHOOL, RUNNI SAIDPUR MADHYA, CHAK DONAI, BIHAR",,SITAMARHI,843328,TRUE
3101000583,VIA RETAIL PVT LTD,"ARUN PLAZA, CIVIL LINES, BIJNOR UTTAR PRADESH",,BIJNOR,246701,TRUE
3101000705,LARSEN & TOUBRO LTD,"L&T ENERGY HYDROCARBON RIL NEW ENERGY INITIATIVE PROJECT, MEGHPAR, PADANA, GAGVA, PV SOLAR TR-1: MECHANICAL PO: MOTIKHAVDI, JAMNAGAR, GUJARAT",,JAMNAGAR,361140,TRUE
8000962942,STORE SIKAR,"CWC JAGMALPURA SIKAR, JHIGAR CHOTI ROAD, JAGMA",,SIKAR,332024,TRUE
20 CUBE,20 CUBE WAREHOUSING & DISTR PVT LTD,"20 CUBE WAREHOUSING & DISTRIBUTION PVT. LTD., KH. NO. 39/40/41-229/194-42, DEEPPURA SIKAR ROAD, HAMADA, JAIPUR-302013",,JAIPUR,302013,TRUE
ACME CLOTH,ACME CLOTHING LLP,"AARCEE NETTING PREMISES, C/O ACME PVT LTD, NEAR YOGESWAR ESTATE AMRAIWADI ROAD, AHMEDABAD",,AHMEDABAD,380026,TRUE
ADHESHWAR,ADHESHWAR TEXTILES,"JAI ADHESHWAR TEXTILES GROUND FLOOR 16 BBC, MARKET PANCHKUVA, KALUPUR, GUJARAT AHMEDABAD 380002",,AHMEDABAD,380002,TRUE
ADPL,ADHYA DESIGN PVT LTD,PLOT NO 124 SECTOR 68 IMT FARIDABAD HARYANA,,FARIDABAD,121004,TRUE
AE55,RRL CC RAU,INDORE,,INDORE,452001,TRUE
AF VADOD,"GODOWN NO 3,4 VADODRA","GODOWN NO 3, 4 VADODRA BHIYALA 391410",,VADODARA,391410,TRUE
AF_ALOXE_K,"WAREHOUSE-A, NEW SURVEY NO. 1076, NR. OM SAI WAY B","KUBADTHAL, GJ 382430",,KUCHAMAN CITY,"Kubadthal, GJ 382430",TRUE
AF_BSB_S_,"560084751 MYNTRA FC, WHITEFIELD, BANGALORE","751, MYNTRA FC, WHITEFIELD, BANGALORE, KA PIN-560084",,BANGALORE,560084,TRUE
AF_DAS_F_P,AFDASFPRANTIJ215,"BLOCK NO 1234, SALAL-SONASAN ROAD, SONASAN TA:- PRANTIJ, SABARK PRANTIJ, GJ 383210",,PRANTIJ,383210,TRUE
AF_EASY__3,"G-40 ( WING B), RAGHUVIR CELEUM MARKET, OPP. SANGI","SURAT, GJ 395010",,SURAT,395010,TRUE
AF_FAMIL_I,"MBC NEW WAREHOUSE F-BLOCK, SURVEY NO.315/2/2 BHATK",MP 453441,,INDORE,453441,TRUE
